ID;dteday;hr;weathersit;temp;atemp;hum;windspeed;season;casual
3579;03/06/2011;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,6212;0,38;0,3582;;7
3582;03/06/2011;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,52;0,5;0,48;0,3284;;1
3584;03/06/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,54;0,5152;0,45;0,2985;;8
3585;03/06/2011;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,54;0,5152;0,45;0,2537;;25
3588;03/06/2011;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,33;0,2537;;54
3589;03/06/2011;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,31;0,3284;;57
3592;03/06/2011;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6364;0,28;0,2836;;66
3593;03/06/2011;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6364;0,28;0,2836;;56
3594;03/06/2011;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6364;0,26;0,3284;;63
3595;03/06/2011;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6364;0,25;0,2836;;73
3597;03/06/2011;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6212;0,26;0,2836;;53
3599;03/06/2011;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,29;0,1045;;51
36;02/01/2011;13;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,36;0,3485;0,66;0,1343;;11
360;16/01/2011;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,24;0,2121;0,41;0,2836;;29
3601;03/06/2011;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,58;0,5455;0,46;0,1045;;30
3608;04/06/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,54;0,5152;0,6;0;;11
3609;04/06/2011;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,56;0;;27
361;16/01/2011;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,26;0,2273;0,35;0,2985;;23
3611;04/06/2011;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,43;0,1343;;55
3613;04/06/2011;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,36;0,1343;;120
3615;04/06/2011;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6515;0,28;0,1343;;188
3616;04/06/2011;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6515;0,33;0,2239;;193
3617;04/06/2011;15;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,74;0,6515;0,27;0,4179;;180
3623;04/06/2011;21;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,66;0,6212;0,47;0,1045;;46
3634;05/06/2011;8;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,6;0,5909;0,73;0,2537;;24
3635;05/06/2011;9;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,6;0,5758;0,78;0,194;;53
3639;05/06/2011;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,65;0,1045;;154
3643;05/06/2011;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6667;0,51;0;;126
3646;05/06/2011;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,69;0,194;;84
3647;05/06/2011;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6061;0,73;0,1642;;54
3651;06/06/2011;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,5606;0,83;0,1343;;9
3652;06/06/2011;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,58;0,5455;0,88;0,1045;;4
3656;06/06/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,58;0,5455;0,88;0;;11
3657;06/06/2011;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,5909;0,78;0,1045;;18
3658;06/06/2011;8;Clear, Few clouds, Partly cloudy, Partly cloudy;;0,6061;0,73;0,0896;;28
366;16/01/2011;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,2;0,2121;0,4;0,1642;;11
3660;06/06/2011;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6667;0,51;0,2239;;31
3668;06/06/2011;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,6667;0,31;0,1343;;56
3669;06/06/2011;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6667;0,54;0,194;;64
367;16/01/2011;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,18;0,197;0,47;0,1343;;14
3678;07/06/2011;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,58;0,5455;0,83;0,1343;;2
3679;07/06/2011;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,58;0,5455;0,88;0,1642;;2
3680;07/06/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,5758;0,78;0,1343;;10
3682;07/06/2011;8;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,68;0,6364;0,61;0,1343;;45
3684;07/06/2011;10;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,76;0,6818;0,48;0,194;;37
3689;07/06/2011;15;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,82;0,7424;0,41;0,3284;;56
3691;07/06/2011;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,7273;0,43;0,2537;;64
3692;07/06/2011;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,78;0,697;0,46;0,2836;;72
3694;07/06/2011;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6818;0,56;0,1343;;45
3698;08/06/2011;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,5909;0,89;0,1343;;12
3702;08/06/2011;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,5758;0,83;0;;0
3703;08/06/2011;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,5606;0,88;0;;0
3704;08/06/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,5758;0,89;0,1343;;13
3705;08/06/2011;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,74;0,1045;;24
3706;08/06/2011;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,7121;0,58;0,1642;;46
3707;08/06/2011;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,7121;0,58;0,1642;;34
3708;08/06/2011;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,7424;0,43;0,2239;;27
3710;08/06/2011;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,88;0,8182;0,42;0,1343;;15
3717;08/06/2011;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,803;0,59;0,1343;;61
3721;08/06/2011;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,7424;0,75;0,194;;18
3724;09/06/2011;2;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,72;0,7121;0,84;0,1642;;0
3728;09/06/2011;6;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,72;0,7121;0,84;0,0896;;13
373;17/01/2011;1;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,2;0,197;0,44;0,194;;1
3733;09/06/2011;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,9;0,8485;0,42;0,2239;;36
3739;09/06/2011;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,9;0,8182;0,37;0,2537;;54
3745;09/06/2011;23;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,74;0,697;0,57;0,1642;;15
3746;10/06/2011;0;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,7;0,6515;0,65;0,2239;;8
3751;10/06/2011;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,78;0,1642;;0
3752;10/06/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,78;0,0896;;10
3753;10/06/2011;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6818;0,66;0,1045;;25
3755;10/06/2011;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,697;0,55;0;;37
376;17/01/2011;4;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,18;0,197;0,43;0,1343;;1
3761;10/06/2011;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,84;0,7576;0,44;0,1045;;49
3763;10/06/2011;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,7727;0,52;0,2239;;63
3769;10/06/2011;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,697;0,74;0,1642;;36
377;17/01/2011;5;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,18;0,197;0,43;0,1642;;0
3772;11/06/2011;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6667;0,79;0,1045;;10
3774;11/06/2011;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,79;0,0896;;4
3776;11/06/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6515;0,61;0,1343;;9
3780;11/06/2011;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6818;0,58;0,1642;;91
3781;11/06/2011;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,7121;0,62;0,1343;;110
3784;11/06/2011;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,7727;0,49;0,1045;;148
3785;11/06/2011;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,7727;0,49;0,1045;;142
379;17/01/2011;7;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,16;0,1818;0,5;0,1343;;4
3794;12/06/2011;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,78;0,2239;;19
3795;12/06/2011;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,5758;0,83;0,1045;;19
3798;12/06/2011;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,5606;0,88;0,1642;;8
3800;12/06/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,5606;0,88;0,1045;;5
3804;12/06/2011;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,7121;0,58;0,0896;;120
381;17/01/2011;9;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,16;0,1515;0,47;0,2239;;8
3813;12/06/2011;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6667;0,74;0,1045;;67
3817;12/06/2011;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,5909;0,78;0,194;;33
3819;13/06/2011;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6061;0,73;0,2239;;6
3820;13/06/2011;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,5909;0,73;0,2836;;2
3821;13/06/2011;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,6061;0,6;0,4925;;1
3822;13/06/2011;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,64;0,2985;;1
3826;13/06/2011;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,58;0,5455;0,49;0,4478;;44
3827;13/06/2011;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,46;0,3582;;35
3833;13/06/2011;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6364;0,37;0,4478;;58
3834;13/06/2011;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6364;0,37;0,4179;;64
3836;13/06/2011;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6364;0,37;0,3582;;76
3837;13/06/2011;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,39;0,2836;;75
3838;13/06/2011;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,44;0,2537;;78
3842;14/06/2011;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,6212;0,49;0,194;;13
3843;14/06/2011;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,6212;0,49;0,2537;;3
3844;14/06/2011;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,6212;0,49;0,2836;;2
3846;14/06/2011;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,54;0,5152;0,6;0,2537;;0
3848;14/06/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,54;0,5152;0,56;0,2985;;6
385;17/01/2011;13;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,18;0,197;0,47;0,1343;;13
3851;14/06/2011;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,46;0,194;;19
3852;14/06/2011;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,46;0,2239;;33
3855;14/06/2011;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,44;0,2239;;33
3857;14/06/2011;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,47;0,1642;;42
3859;14/06/2011;17;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,64;0,6212;0,5;0,2836;;85
3860;14/06/2011;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,51;0,3284;;65
3865;14/06/2011;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,68;0,2239;;19
3869;15/06/2011;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,5;0,4848;0,68;0,2537;;0
387;17/01/2011;15;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,2;0,2121;0,47;0,1642;;21
3877;15/06/2011;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,36;0;;49
3879;15/06/2011;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6515;0,28;0,2836;;43
388;17/01/2011;16;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,2;0,2121;0,47;0,1642;;6
3881;15/06/2011;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,6667;0,27;0;;33
3886;15/06/2011;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6212;0,44;0,1642;;57
3887;15/06/2011;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,47;0,2239;;48
3889;15/06/2011;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6212;0,53;0;;17
3891;16/06/2011;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,58;0,5455;0,6;0;;4
3894;16/06/2011;4;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,56;0,5303;0,68;0,1045;;0
3898;16/06/2011;8;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,6;0,5909;0,69;0,1343;;24
39;02/01/2011;16;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,34;0,3333;0,71;0,1642;;9
3902;16/06/2011;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6667;0,54;0,3881;;41
3903;16/06/2011;13;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,72;0,6667;0,54;0,2537;;37
3905;16/06/2011;15;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,7;0,6515;0,61;0,2985;;32
3909;16/06/2011;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,5758;0,83;0,2836;;58
3910;16/06/2011;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,5758;0,83;0,3284;;25
3914;17/06/2011;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,56;0,5303;0,88;0,0896;;3
3919;17/06/2011;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,54;0,5152;1;0;;1
3921;17/06/2011;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,5606;0,83;0;;25
3925;17/06/2011;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,69;0,2537;;43
3934;17/06/2011;20;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,5909;0,78;0,1045;;40
3938;18/06/2011;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,5606;0,88;0,1343;;21
394;17/01/2011;22;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,14;0,1212;0,93;0,2537;;0
3941;18/06/2011;3;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,5455;0,88;0,0896;;4
3942;18/06/2011;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,6;0,5455;0,88;0,0896;;1
3944;18/06/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,5758;0,83;0,1045;;9
3946;18/06/2011;8;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,78;0,0896;;28
3948;18/06/2011;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6818;0,62;0,194;;68
3950;18/06/2011;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,697;0,66;0,0896;;162
3952;18/06/2011;14;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,8;0,7273;0,46;0,2836;;138
3954;18/06/2011;16;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,76;0,697;0,52;0,2239;;193
3955;18/06/2011;17;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,76;0,6818;0,48;0,1642;;210
3958;18/06/2011;20;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,72;0,6667;0,58;0,1343;;61
396;18/01/2011;12;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,2;0,1818;0,86;0,3284;;0
3963;19/06/2011;1;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,7;0,6515;0,65;0,0896;;17
3964;19/06/2011;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,74;0,0896;;13
3971;19/06/2011;9;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,68;0,6364;0,74;0,1045;;58
3974;19/06/2011;12;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,74;0,6818;0,55;0,0896;;141
3975;19/06/2011;13;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,74;0,6667;0,51;0;;149
3978;19/06/2011;16;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,76;0,6818;0,48;0;;121
3979;19/06/2011;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6667;0,51;0;;159
398;18/01/2011;14;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,22;0,2273;0,8;0,1642;;2
3980;19/06/2011;18;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,74;0,6818;0,58;0,0896;;78
3984;19/06/2011;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,78;0,2239;;38
3986;20/06/2011;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,83;0,1642;;7
3989;20/06/2011;3;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,64;0,5758;0,89;0;;1
399;18/01/2011;15;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,22;0,2273;0,87;0,1642;;3
3991;20/06/2011;5;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,62;0,5758;0,83;0,1343;;0
3995;20/06/2011;9;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,6;0,5758;0,78;0,2537;;19
3996;20/06/2011;10;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,6;0,5758;0,78;0,2537;;33
3997;20/06/2011;11;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,6;0,5758;0,78;0,1045;;27
3999;20/06/2011;13;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6061;0,65;0,1045;;50
4003;20/06/2011;17;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6515;0,54;0;;81
4004;20/06/2011;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6515;0,61;0,2537;;64
4010;21/06/2011;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,5909;0,78;0,1642;;10
4012;21/06/2011;2;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,62;0,5758;0,83;0,1642;;1
4013;21/06/2011;3;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,62;0,5758;0,83;0,1642;;0
4015;21/06/2011;5;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,6;0,5455;0,88;0,1343;;3
4024;21/06/2011;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,7121;0,62;0,2239;;44
4026;21/06/2011;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,7727;0,59;0,2239;;62
4028;21/06/2011;18;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,76;0,7273;0,7;0,2537;;67
4029;21/06/2011;19;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,74;0,7121;0,74;0,2239;;67
4031;21/06/2011;21;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,697;0,74;0,194;;38
4032;21/06/2011;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6667;0,79;0,1045;;12
4034;22/06/2011;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,78;0,194;;15
4035;22/06/2011;1;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,78;0,1343;;2
4038;22/06/2011;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,5758;0,83;0;;3
4040;22/06/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,83;0;;12
4043;22/06/2011;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,697;0,79;0,1642;;14
4044;22/06/2011;10;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,697;0,7;0,2537;;31
4045;22/06/2011;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,697;0,7;0,1642;;37
4046;22/06/2011;12;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,8;0,7727;0,59;0,2239;;44
4048;22/06/2011;14;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,82;0,7727;0,52;0,2836;;32
4049;22/06/2011;15;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,82;0,7879;0,56;0,2836;;32
4057;22/06/2011;23;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,72;0,697;0,79;0,2239;;14
4058;23/06/2011;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,697;0,79;0,2239;;5
4061;23/06/2011;3;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,72;0,697;0,74;0,1642;;1
4062;23/06/2011;4;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,7;0,6667;0,79;0,1343;;0
4064;23/06/2011;6;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,697;0,74;0,1642;;8
4069;23/06/2011;11;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,76;0,7273;0,66;0,2537;;28
407;18/01/2011;23;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,22;0,2727;0,93;0;;1
4073;23/06/2011;15;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,76;0,697;0,52;0,3582;;62
4074;23/06/2011;16;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,74;0,6818;0,62;0,2985;;58
4075;23/06/2011;17;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,72;0,6818;0,7;0,3582;;74
4077;23/06/2011;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6818;0,7;0,3582;;56
408;19/01/2011;0;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,22;0,2727;0,93;0;;0
4080;23/06/2011;22;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,7;0,6667;0,74;0,2239;;23
4081;23/06/2011;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6667;0,74;0,2836;;15
4084;24/06/2011;2;Clear, Few clouds, Partly cloudy, Partly cloudy;0,66;0,6061;0,83;0,3284;;4
4087;24/06/2011;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,5758;0,89;0,0896;;2
4089;24/06/2011;7;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,66;0,6061;0,83;0,2239;;21
409;19/01/2011;1;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,22;0,2273;0,93;0,1343;;1
4093;24/06/2011;11;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,7121;0,38;0,3284;;56
4094;24/06/2011;12;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,7121;0,41;0,2836;;51
4096;24/06/2011;14;Clear, Few clouds, Partly cloudy, Partly cloudy;0,78;0,697;0,43;0,2836;;67
4097;24/06/2011;15;Clear, Few clouds, Partly cloudy, Partly cloudy;0,82;0,7273;0,34;0,3881;;69
4098;24/06/2011;16;Clear, Few clouds, Partly cloudy, Partly cloudy;0,8;0,697;0,33;0,4179;;80
41;02/01/2011;18;Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist;0,36;0,3333;0,46;0,3284;;10
410;19/01/2011;2;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,22;0,2273;0,93;0,1343;;0
4100;24/06/2011;18;Clear, Few clouds, Partly cloudy, Partly cloudy;0,76;0,6667;0,37;0,2985;;87
4101;24/06/2011;19;Clear, Few clouds, Partly cloudy, Partly cloudy;0,74;0,6515;0,4;0,2239;;92
4104;24/06/2011;22;Clear, Few clouds, Partly cloudy, Partly cloudy;0,7;0,6515;0,48;0;;41
4105;24/06/2011;23;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,51;0,1343;;33
4106;25/06/2011;0;Clear, Few clouds, Partly cloudy, Partly cloudy;0,68;0,6364;0,47;0,1642;;19
411;19/01/2011;4;Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds;0,22;0,2273;0,93;0,1343;;1
4110;25/06/2011;4;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,57;0,194;;7
4111;25/06/2011;5;Clear, Few clouds, Partly cloudy, Partly cloudy;0,62;0,6061;0,61;0,1343;;6
4113;25/06/2011;7;Clear, Few clouds, Partly cloudy, Partly cloudy;0,64;0,6212;0,57;0,2836;;7
4115;25/06/2011;9;Clear, Few clouds, Partly cloudy, Partly cloudy;0,72;0,6515;0,45;0,2537;;47
